,prob_basketball,prob_football,prob_tennis,sentiment,polarity
109,1.95313e-08,0.03125,1.95313e-08,1.0,0.2333333333333333
110,1.95313e-08,0.03125,0.835938,0.0,0.013581730769230763
111,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
112,1.95313e-08,0.03125,0.835938,0.0,-0.10454545454545455
113,1.95313e-08,0.03125,0.835938,0.0,-0.8
114,1.95313e-08,0.802734,0.986328,1.0,0.19444444444444445
115,1.95313e-08,0.03125,1.95313e-08,1.0,0.5
116,0.00195314,1.95313e-08,0.144531,0.0,-0.5
117,1.95313e-08,0.03125,0.835938,1.0,0.6071428571428571
118,1.95313e-08,0.03125,0.0820313,1.0,0.3625
119,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
120,1.95313e-08,0.03125,0.835938,0.0,-0.09999999999999998
121,1.95313e-08,0.03125,1.95313e-08,1.0,0.6000000000000001
122,1.95313e-08,0.03125,0.503906,0.0,0.0
123,1.95313e-08,0.03125,0.835938,0.0,-0.2
124,1.95313e-08,0.03125,0.835938,0.0,-0.25
125,1.95313e-08,0.03125,0.996094,1.0,0.5
126,1.95313e-08,0.03125,0.835938,1.0,0.1
127,1.95313e-08,0.00195314,1.95313e-08,0.0,0.0965909090909091
128,1.95313e-08,0.03125,0.996094,0.0,0.02777777777777778
129,1.95313e-08,0.03125,1.95313e-08,1.0,0.4666666666666667
130,1.95313e-08,0.03125,1.95313e-08,0.0,-0.6
131,0.835938,0.03125,0.996094,0.0,-0.1
132,1.95313e-08,0.03125,0.996094,0.0,-0.2
133,1.95313e-08,0.03125,0.996094,1.0,0.15
134,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
135,1.95313e-08,0.03125,0.835938,0.0,0.0
136,1.95313e-08,0.03125,0.835938,0.0,0.0
137,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
138,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
139,0.970703,0.03125,1.95313e-08,1.0,0.3232323232323232
140,0.00195314,1.95313e-08,0.144531,0.0,0.033333333333333326
141,1.95313e-08,0.03125,0.835938,0.0,0.0
142,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
143,0.998047,0.03125,0.996094,1.0,0.3541666666666667
144,1.95313e-08,0.00195314,1.95313e-08,0.0,-0.06919642857142858
145,1.95313e-08,0.03125,1.95313e-08,1.0,0.35000000000000003
146,1.95313e-08,0.03125,0.835938,0.0,-0.5
147,1.95313e-08,0.03125,0.835938,0.0,0.0
148,1.95313e-08,0.03125,0.835938,0.0,0.0
149,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
150,1.95313e-08,0.03125,1.95313e-08,1.0,0.6
151,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
152,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
153,1.95313e-08,0.03125,0.835938,0.0,0.0
154,1.95313e-08,0.03125,1.95313e-08,1.0,0.25
155,1.95313e-08,0.03125,1.95313e-08,0.0,-0.5
156,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
157,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
158,1.95313e-08,0.03125,0.998047,1.0,0.7619047619047619
159,0.00195314,1.95313e-08,1.95313e-08,1.0,0.23333333333333336
160,1.95313e-08,0.03125,0.835938,1.0,0.5
161,1.95313e-08,0.03125,0.835938,0.0,0.0
162,1.95313e-08,0.03125,1.95313e-08,0.0,-0.29375
163,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
164,1.95313e-08,0.03125,0.998047,0.0,0.01833333333333333
165,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
166,1.95313e-08,0.03125,0.835938,0.0,-0.3
167,1.95313e-08,0.03125,0.835938,0.0,0.0
168,0.998047,1.95313e-08,0.958984,1.0,0.1
169,1.95313e-08,0.03125,0.835938,0.0,-0.39375
170,1.95313e-08,0.03125,1.95313e-08,1.0,1.0
171,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
172,1.95313e-08,0.03125,0.835938,0.0,0.0
173,1.95313e-08,0.03125,0.835938,0.0,-0.4791666666666667
174,1.95313e-08,0.03125,0.986328,0.0,0.0
175,1.95313e-08,0.00195314,0.84375,0.0,-0.018750000000000003
176,1.95313e-08,0.03125,0.986328,0.0,0.0
177,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
178,1.95313e-08,0.00781252,0.839844,1.0,0.2866666666666666
179,1.95313e-08,0.03125,0.986328,0.0,-0.4
180,1.95313e-08,0.03125,0.960937,0.0,-0.0875
181,1.95313e-08,0.03125,0.835938,1.0,0.125
182,1.95313e-08,0.03125,0.835938,0.0,-0.25
183,1.95313e-08,0.03125,0.138672,1.0,0.509375
184,1.95313e-08,0.03125,0.835938,0.0,-0.125
185,1.95313e-08,0.03125,0.0820313,0.0,0.0
186,1.95313e-08,0.998047,0.998047,1.0,0.24583333333333335
187,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
188,1.95313e-08,0.03125,0.835938,1.0,0.20952380952380953
189,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
190,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
191,0.00195314,1.95313e-08,1.95313e-08,0.0,0.041666666666666664
192,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
193,1.95313e-08,0.03125,0.996094,0.0,0.0
194,1.95313e-08,0.03125,0.835938,1.0,0.5
195,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
196,1.95313e-08,0.03125,0.835938,0.0,0.0
197,1.95313e-08,0.03125,0.835938,1.0,0.43333333333333335
198,1.95313e-08,0.03125,0.996094,0.0,0.05454545454545454
199,1.95313e-08,0.03125,0.835938,0.0,0.0
200,1.95313e-08,0.03125,1.95313e-08,0.0,-0.2
201,1.95313e-08,0.03125,0.835938,0.0,0.0
202,1.95313e-08,0.03125,0.986328,0.0,0.0
203,1.95313e-08,0.03125,1.95313e-08,0.0,0.04999999999999999
204,1.95313e-08,0.03125,0.835938,0.0,0.09999999999999998
205,1.95313e-08,0.03125,0.986328,0.0,0.0
206,1.95313e-08,0.03125,0.986328,0.0,-0.04513888888888889
207,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
208,1.95313e-08,0.03125,0.138672,1.0,0.5
209,1.95313e-08,0.03125,1.95313e-08,1.0,0.3269230769230769
210,0.998047,0.03125,1.95313e-08,0.0,0.0
211,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
212,1.95313e-08,0.03125,1.95313e-08,1.0,0.2333333333333333
213,1.95313e-08,0.03125,0.835938,0.0,0.013581730769230763
214,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
215,1.95313e-08,0.03125,0.835938,0.0,-0.10454545454545455
216,1.95313e-08,0.03125,0.835938,0.0,-0.8
217,1.95313e-08,0.802734,0.986328,1.0,0.19444444444444445
218,1.95313e-08,0.03125,1.95313e-08,1.0,0.5
219,0.00195314,1.95313e-08,0.144531,0.0,-0.5
220,1.95313e-08,0.03125,0.835938,1.0,0.6071428571428571
221,1.95313e-08,0.03125,0.0820313,1.0,0.3625
222,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
223,1.95313e-08,0.03125,0.835938,0.0,-0.09999999999999998
224,1.95313e-08,0.03125,1.95313e-08,1.0,0.6000000000000001
225,1.95313e-08,0.03125,0.503906,0.0,0.0
226,1.95313e-08,0.03125,0.835938,0.0,-0.2
227,1.95313e-08,0.03125,0.835938,0.0,-0.25
228,1.95313e-08,0.03125,0.996094,1.0,0.5
229,1.95313e-08,0.03125,0.835938,1.0,0.1
230,1.95313e-08,0.00195314,1.95313e-08,0.0,0.0965909090909091
231,1.95313e-08,0.03125,0.996094,0.0,0.02777777777777778
232,1.95313e-08,0.03125,1.95313e-08,1.0,0.4666666666666667
233,1.95313e-08,0.03125,1.95313e-08,0.0,-0.6
234,0.835938,0.03125,0.996094,0.0,-0.1
235,1.95313e-08,0.03125,0.996094,0.0,-0.2
236,1.95313e-08,0.03125,0.996094,1.0,0.15
237,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
238,1.95313e-08,0.03125,0.835938,0.0,0.0
239,1.95313e-08,0.03125,0.835938,0.0,0.0
240,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
241,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
242,0.970703,0.03125,1.95313e-08,1.0,0.3232323232323232
243,0.00195314,1.95313e-08,0.144531,0.0,0.033333333333333326
244,1.95313e-08,0.03125,0.835938,0.0,0.0
245,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
246,0.998047,0.03125,0.996094,1.0,0.3541666666666667
247,1.95313e-08,0.00195314,1.95313e-08,0.0,-0.06919642857142858
248,1.95313e-08,0.03125,1.95313e-08,1.0,0.35000000000000003
249,1.95313e-08,0.03125,0.835938,0.0,-0.5
250,1.95313e-08,0.03125,0.835938,0.0,0.0
251,1.95313e-08,0.03125,0.835938,0.0,0.0
252,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
253,1.95313e-08,0.03125,1.95313e-08,1.0,0.6
254,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
255,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
256,1.95313e-08,0.03125,0.835938,0.0,0.0
257,1.95313e-08,0.03125,1.95313e-08,1.0,0.25
258,1.95313e-08,0.03125,1.95313e-08,0.0,-0.5
259,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
260,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
261,1.95313e-08,0.03125,0.998047,1.0,0.7619047619047619
262,0.00195314,1.95313e-08,1.95313e-08,1.0,0.23333333333333336
263,1.95313e-08,0.03125,0.835938,1.0,0.5
264,1.95313e-08,0.03125,0.835938,0.0,0.0
265,1.95313e-08,0.03125,1.95313e-08,0.0,-0.29375
266,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
267,1.95313e-08,0.03125,0.998047,0.0,0.01833333333333333
268,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
269,1.95313e-08,0.03125,0.835938,0.0,-0.3
270,1.95313e-08,0.03125,0.835938,0.0,0.0
271,0.998047,1.95313e-08,0.958984,1.0,0.1
272,1.95313e-08,0.03125,0.835938,0.0,-0.39375
273,1.95313e-08,0.03125,1.95313e-08,1.0,1.0
274,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
275,1.95313e-08,0.03125,0.835938,0.0,0.0
276,1.95313e-08,0.03125,0.835938,0.0,-0.4791666666666667
277,1.95313e-08,0.03125,0.986328,0.0,0.0
278,1.95313e-08,0.00195314,0.84375,0.0,-0.018750000000000003
279,1.95313e-08,0.03125,0.986328,0.0,0.0
280,0.00585939,1.95313e-08,1.95313e-08,1.0,0.3666666666666667
281,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
282,1.95313e-08,0.03125,1.95313e-08,1.0,1.0
283,1.95313e-08,0.03125,0.996094,0.0,0.05208333333333333
284,1.95313e-08,0.03125,0.835938,0.0,0.0
285,1.95313e-08,0.03125,0.138672,1.0,0.509375
286,1.95313e-08,0.03125,0.835938,0.0,-0.125
287,1.95313e-08,0.03125,0.0820313,0.0,0.0
288,1.95313e-08,0.998047,0.998047,1.0,0.24583333333333335
289,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
290,1.95313e-08,0.03125,0.835938,1.0,0.20952380952380953
291,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
292,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
293,0.00195314,1.95313e-08,1.95313e-08,0.0,0.041666666666666664
294,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
295,1.95313e-08,0.03125,0.996094,0.0,0.0
296,1.95313e-08,0.03125,0.835938,1.0,0.5
297,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
298,1.95313e-08,0.03125,0.835938,0.0,0.0
299,1.95313e-08,0.03125,0.835938,1.0,0.43333333333333335
300,1.95313e-08,0.03125,0.996094,0.0,0.05454545454545454
301,1.95313e-08,0.03125,0.835938,0.0,0.0
302,1.95313e-08,0.03125,1.95313e-08,0.0,-0.2
303,1.95313e-08,0.03125,0.835938,0.0,0.0
304,1.95313e-08,0.03125,0.986328,0.0,0.0
305,1.95313e-08,0.03125,1.95313e-08,0.0,0.04999999999999999
306,1.95313e-08,0.03125,0.835938,0.0,0.09999999999999998
307,1.95313e-08,0.03125,0.986328,0.0,0.0
308,1.95313e-08,0.03125,0.986328,0.0,-0.04513888888888889
309,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
310,1.95313e-08,0.03125,0.138672,1.0,0.5
311,1.95313e-08,0.03125,1.95313e-08,1.0,0.3269230769230769
312,0.998047,0.03125,1.95313e-08,0.0,0.0
313,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
314,1.95313e-08,0.03125,1.95313e-08,1.0,0.2333333333333333
315,1.95313e-08,0.03125,0.835938,0.0,0.013581730769230763
316,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
317,1.95313e-08,0.03125,0.835938,0.0,-0.10454545454545455
318,1.95313e-08,0.03125,0.835938,0.0,-0.8
319,1.95313e-08,0.802734,0.986328,1.0,0.19444444444444445
320,1.95313e-08,0.03125,1.95313e-08,1.0,0.5
321,0.00195314,1.95313e-08,0.144531,0.0,-0.5
322,1.95313e-08,0.03125,0.835938,1.0,0.6071428571428571
323,1.95313e-08,0.03125,0.0820313,1.0,0.3625
324,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
325,1.95313e-08,0.03125,0.835938,0.0,-0.09999999999999998
326,1.95313e-08,0.03125,1.95313e-08,1.0,0.6000000000000001
327,1.95313e-08,0.03125,0.503906,0.0,0.0
328,1.95313e-08,0.03125,0.835938,0.0,-0.2
329,1.95313e-08,0.03125,0.835938,0.0,-0.25
330,1.95313e-08,0.03125,0.996094,1.0,0.5
331,1.95313e-08,0.03125,0.835938,1.0,0.1
332,1.95313e-08,0.00195314,1.95313e-08,0.0,0.0965909090909091
333,1.95313e-08,0.03125,0.996094,0.0,0.02777777777777778
334,1.95313e-08,0.03125,1.95313e-08,1.0,0.4666666666666667
335,1.95313e-08,0.03125,1.95313e-08,0.0,-0.6
336,0.835938,0.03125,0.996094,0.0,-0.1
337,1.95313e-08,0.03125,0.996094,0.0,-0.2
338,1.95313e-08,0.03125,0.996094,1.0,0.15
339,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
340,1.95313e-08,0.03125,0.835938,0.0,0.0
341,1.95313e-08,0.03125,0.835938,0.0,0.0
342,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
343,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
344,0.970703,0.03125,1.95313e-08,1.0,0.3232323232323232
345,0.00195314,1.95313e-08,0.144531,0.0,0.033333333333333326
346,1.95313e-08,0.03125,0.835938,0.0,0.0
347,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
348,0.998047,0.03125,0.996094,1.0,0.3541666666666667
349,1.95313e-08,0.00195314,1.95313e-08,0.0,-0.06919642857142858
350,1.95313e-08,0.03125,1.95313e-08,1.0,0.35000000000000003
351,1.95313e-08,0.03125,0.835938,0.0,-0.5
352,1.95313e-08,0.03125,0.835938,0.0,0.0
353,1.95313e-08,0.03125,0.835938,0.0,0.0
354,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
355,1.95313e-08,0.03125,1.95313e-08,1.0,0.6
356,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
357,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
358,1.95313e-08,0.03125,0.835938,0.0,0.0
359,1.95313e-08,0.03125,1.95313e-08,1.0,0.25
360,1.95313e-08,0.03125,1.95313e-08,0.0,-0.5
361,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
362,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
363,1.95313e-08,0.03125,0.998047,1.0,0.7619047619047619
364,0.00195314,1.95313e-08,1.95313e-08,1.0,0.23333333333333336
365,1.95313e-08,0.03125,0.835938,1.0,0.5
366,1.95313e-08,0.03125,0.835938,0.0,0.0
367,1.95313e-08,0.03125,1.95313e-08,0.0,-0.29375
368,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
369,1.95313e-08,0.03125,0.998047,0.0,0.01833333333333333
370,1.95313e-08,0.03125,1.95313e-08,1.0,0.2
371,1.95313e-08,0.03125,0.835938,0.0,-0.3
372,1.95313e-08,0.03125,0.835938,0.0,0.0
373,0.998047,1.95313e-08,0.958984,1.0,0.1
374,1.95313e-08,0.03125,0.835938,0.0,-0.39375
375,1.95313e-08,0.03125,1.95313e-08,1.0,1.0
376,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
377,1.95313e-08,0.03125,0.835938,0.0,0.0
378,1.95313e-08,0.03125,0.835938,1.0,0.4
379,1.95313e-08,0.03125,1.95313e-08,0.0,0.025925925925925908
380,0.962891,0.03125,0.835938,1.0,0.4833333333333334
381,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
382,1.95313e-08,0.03125,0.835938,1.0,0.2
383,1.95313e-08,0.03125,1.95313e-08,0.0,-0.003769841269841291
384,0.00585939,1.95313e-08,1.95313e-08,1.0,0.3666666666666667
385,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
386,1.95313e-08,0.03125,1.95313e-08,1.0,1.0
387,1.95313e-08,0.03125,0.996094,0.0,0.05208333333333333
388,1.95313e-08,0.03125,0.835938,0.0,0.0
389,1.95313e-08,0.03125,0.138672,1.0,0.509375
390,1.95313e-08,0.03125,0.835938,0.0,-0.125
391,1.95313e-08,0.03125,0.0820313,0.0,0.0
392,1.95313e-08,0.998047,0.998047,1.0,0.24583333333333335
393,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
394,1.95313e-08,0.03125,0.835938,1.0,0.20952380952380953
395,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
396,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
397,0.00195314,1.95313e-08,1.95313e-08,0.0,0.041666666666666664
398,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
399,1.95313e-08,0.03125,0.996094,0.0,0.0
400,1.95313e-08,0.03125,0.835938,1.0,0.5
401,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
402,1.95313e-08,0.03125,0.835938,0.0,0.0
403,1.95313e-08,0.03125,0.835938,1.0,0.43333333333333335
404,1.95313e-08,0.03125,0.996094,0.0,0.05454545454545454
405,1.95313e-08,0.03125,0.835938,0.0,0.0
406,1.95313e-08,0.03125,1.95313e-08,0.0,-0.2
407,1.95313e-08,0.03125,0.835938,0.0,0.0
408,1.95313e-08,0.03125,0.986328,0.0,0.0
409,1.95313e-08,0.03125,1.95313e-08,0.0,0.04999999999999999
410,1.95313e-08,0.03125,0.835938,0.0,0.09999999999999998
411,1.95313e-08,0.03125,0.986328,0.0,0.0
412,1.95313e-08,0.03125,0.986328,0.0,-0.04513888888888889
413,1.95313e-08,0.03125,1.95313e-08,1.0,0.9
414,1.95313e-08,0.03125,0.138672,1.0,0.5
415,1.95313e-08,0.03125,1.95313e-08,1.0,0.3269230769230769
416,0.998047,0.03125,1.95313e-08,0.0,0.0
417,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
418,1.95313e-08,0.03125,1.95313e-08,1.0,0.2333333333333333
419,1.95313e-08,0.03125,0.835938,0.0,0.013581730769230763
420,1.95313e-08,0.03125,1.95313e-08,1.0,0.8
421,1.95313e-08,0.03125,0.835938,0.0,-0.10454545454545455
422,1.95313e-08,0.03125,0.835938,0.0,-0.8
423,1.95313e-08,0.802734,0.986328,1.0,0.19444444444444445
424,1.95313e-08,0.03125,1.95313e-08,1.0,0.5
425,0.00195314,1.95313e-08,0.144531,0.0,-0.5
426,1.95313e-08,0.03125,0.835938,1.0,0.6071428571428571
427,1.95313e-08,0.03125,0.0820313,1.0,0.3625
428,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
429,1.95313e-08,0.03125,0.835938,0.0,-0.09999999999999998
430,1.95313e-08,0.03125,1.95313e-08,1.0,0.6000000000000001
431,1.95313e-08,0.03125,0.503906,0.0,0.0
432,1.95313e-08,0.03125,0.835938,0.0,-0.2
433,1.95313e-08,0.03125,0.835938,0.0,-0.25
434,1.95313e-08,0.03125,0.996094,1.0,0.5
435,1.95313e-08,0.03125,0.835938,1.0,0.1
436,1.95313e-08,0.00195314,1.95313e-08,0.0,0.0965909090909091
437,1.95313e-08,0.03125,0.996094,0.0,0.02777777777777778
438,1.95313e-08,0.03125,1.95313e-08,1.0,0.4666666666666667
439,1.95313e-08,0.03125,1.95313e-08,0.0,-0.6
440,0.835938,0.03125,0.996094,0.0,-0.1
441,1.95313e-08,0.03125,0.996094,0.0,-0.2
442,1.95313e-08,0.03125,0.996094,1.0,0.15
443,1.95313e-08,0.03125,1.95313e-08,1.0,0.21818181818181817
444,1.95313e-08,0.03125,0.835938,0.0,0.0
445,1.95313e-08,0.03125,0.835938,0.0,0.0
446,1.95313e-08,0.03125,1.95313e-08,0.0,0.0
447,1.95313e-08,0.03125,1.95313e-08,1.0,0.75
